date,Flat (No MG)_pnl,Flat + Skip 2L_pnl,MG Next Signal (x1.5)_pnl,MG Next Signal (x2)_pnl,MG Next Signal (x3.0)_pnl,MG1 (x1.5)_pnl,MG1 (x2)_pnl,MG1 (x2.5)_pnl,MG1 (x3.0)_pnl,MG2 (x1.5)_pnl,MG2 (x2)_pnl,MG2 (x2.5)_pnl,MG2 (x3.0)_pnl,MG2 + Stop 1L_pnl,Masaniello_pnl,Masaniello (cap $1000)_pnl,Masaniello (cap $2000)_pnl,Masaniello (cap $500)_pnl,Soros (3-level cap)_pnl,Soros (Anti-MG)_pnl
2025-05-19,28.0,-11.2,26.8,25.6,23.2,79.0,96.0,113.0,130.0,98.8,131.2,168.0,209.2,131.2,668.19,994.24,994.24,994.24,298.78,298.78
2025-05-20,-47.2,-11.2,-72.2,-97.2,-147.2,-28.0,-21.6,-15.2,-8.8,-33.4,-31.2,-30.2,-30.4,-61.2,516.0,879.94,879.94,879.94,245.69,245.69
2025-05-21,-2.0,24.0,-17.6,-33.2,-64.4,-24.2,-31.6,-39.0,-46.4,-52.1,-81.2,-116.5,-158.0,-20.8,570.67,927.99,927.99,927.99,195.79,195.79
2025-05-22,-50.8,-11.2,-67.0,-83.2,-115.6,-133.0,-160.4,-187.8,-215.2,-208.6,-294.8,-397.8,-517.6,-46.0,178.8,242.07,242.07,242.07,125.88,125.88
2025-05-23,-39.6,-13.6,-60.2,-80.8,-122.0,-120.0,-146.8,-173.6,-200.4,-173.1,-241.2,-321.1,-412.8,-70.0,128.4,115.1,115.1,115.1,94.0,94.0
2025-05-24,-18.4,-7.2,-6.4,5.6,29.6,30.8,47.2,63.6,80.0,70.4,117.6,173.6,238.4,117.6,648.19,974.24,974.24,974.24,282.23,282.23
2025-05-25,-58.4,-3.6,-74.6,-90.8,-123.2,-41.0,-35.2,-29.4,-23.6,-26.6,-9.6,10.6,34.0,-38.4,602.13,970.66,970.66,970.66,271.03,271.03
2025-05-26,-32.0,-20.0,-25.0,-18.0,-4.0,-99.2,-121.6,-144.0,-166.4,-67.7,-65.6,-56.5,-40.4,-35.6,580.4,991.86,991.86,991.86,308.68,308.68
2025-05-27,18.0,21.6,35.0,52.0,86.0,-30.6,-46.8,-63.0,-79.2,-58.5,-96.4,-140.5,-190.8,-38.4,466.0,825.7,825.7,825.7,130.54,130.54
2025-05-28,-49.6,-20.0,-52.0,-54.4,-59.2,-145.0,-176.8,-208.6,-240.4,-262.9,-386.4,-536.1,-712.0,-70.0,97.2,124.99,124.99,124.99,99.34,99.34
2025-05-29,28.0,28.0,58.8,89.6,151.2,22.6,20.8,19.0,17.2,39.7,51.2,66.5,85.6,-61.2,606.0,966.75,966.75,966.75,241.13,241.13
2025-05-30,-10.8,-20.0,-17.0,-23.2,-35.6,-4.8,-2.8,-0.8,1.2,32.1,62.8,101.7,148.8,0.8,639.8,976.65,976.65,976.65,272.23,272.23
2025-05-31,-10.8,-20.0,1.2,13.2,37.2,-89.4,-115.6,-141.8,-168.0,-77.7,-94.8,-109.3,-121.2,-70.0,510.0,908.27,908.27,908.27,195.79,195.79
2025-06-01,-20.8,-12.4,-13.8,-6.8,7.2,-58.0,-70.4,-82.8,-95.2,18.5,65.6,129.7,210.8,-32.0,648.6,996.99,996.99,996.99,312.14,312.14
2025-06-02,34.4,31.6,42.0,49.6,64.8,27.2,24.8,22.4,20.0,-20.5,-60.0,-110.1,-170.8,12.0,571.6,935.5,935.5,935.5,252.23,252.23
2025-06-03,-10.8,-6.0,1.2,13.2,37.2,-33.0,-40.4,-47.8,-55.2,23.7,60.4,109.7,171.6,2.0,639.8,976.65,976.65,976.65,288.78,288.78
2025-06-04,-19.6,-20.0,-25.8,-32.0,-44.4,-13.6,-11.6,-9.6,-7.6,23.3,54.0,92.9,140.0,-62.4,631.0,991.75,991.75,991.75,303.34,303.34
2025-06-05,-0.8,-20.0,11.2,23.2,47.2,-36.2,-48.0,-59.8,-71.6,-21.8,-22.4,-19.8,-14.0,7.2,560.0,903.8,903.8,903.8,231.13,231.13
2025-06-06,-10.8,-20.0,-17.0,-23.2,-35.6,23.4,34.8,46.2,57.6,40.5,65.2,93.7,126.0,48.8,659.26,985.31,985.31,985.31,272.23,272.23
2025-06-07,-19.6,21.6,-35.2,-50.8,-82.0,-13.6,-11.6,-9.6,-7.6,-19.0,-21.2,-24.6,-29.2,14.4,560.0,905.21,905.21,905.21,236.89,236.89
2025-06-08,-39.6,-11.2,-32.6,-25.6,-11.6,-7.2,3.6,14.4,25.2,29.7,69.2,116.9,172.8,-23.2,648.6,993.92,993.92,993.92,328.68,328.68
2025-06-09,26.8,-20.0,20.6,14.4,2.0,6.4,-0.4,-7.2,-14.0,43.3,65.2,95.3,133.6,-54.8,639.8,997.5,997.5,997.5,272.23,272.23
2025-06-10,0.4,-11.2,13.0,25.6,50.8,8.2,10.8,13.4,16.0,67.6,116.4,178.4,253.6,116.4,648.19,974.24,974.24,974.24,282.23,282.23
2025-06-11,35.6,5.2,57.0,78.4,121.2,15.2,8.4,1.6,-5.2,9.8,-1.2,-13.4,-26.8,-52.4,602.13,997.65,997.65,997.65,262.23,262.23
2025-06-12,-39.6,-12.4,-37.0,-34.4,-29.2,-35.4,-34.0,-32.6,-31.2,-105.6,-158.8,-227.6,-312.0,-70.0,460.0,1042.61,1042.61,1042.61,194.59,194.59
2025-06-13,-40.8,14.0,-52.6,-64.4,-88.0,-108.0,-130.4,-152.8,-175.2,-161.1,-224.8,-300.3,-387.6,-70.0,339.6,598.82,598.82,598.82,119.34,119.34
2025-06-14,-76.0,-20.0,-92.2,-108.4,-140.8,-143.2,-165.6,-188.0,-210.4,-27.1,40.8,134.5,254.0,-70.0,631.0,994.77,994.77,994.77,272.23,272.23
2025-06-15,-19.6,22.8,-35.2,-50.8,-82.0,-70.0,-86.8,-103.6,-120.4,-35.8,-26.0,-8.6,16.4,-12.0,564.55,912.87,912.87,912.87,205.79,205.79
2025-06-16,55.6,48.0,63.8,72.0,88.4,93.4,106.0,118.6,131.2,113.2,141.2,173.6,210.4,141.2,676.99,1003.04,1003.04,1003.04,329.88,329.88
2025-06-17,-59.6,-12.4,-71.4,-83.2,-106.8,-85.4,-94.0,-102.6,-111.2,-158.3,-223.6,-305.1,-402.8,-44.8,534.0,959.76,959.76,959.76,232.23,232.23
2025-06-18,-23.2,-12.4,-11.8,-0.4,22.4,-62.2,-75.2,-88.2,-101.2,-135.1,-204.8,-290.7,-392.8,-44.8,330.8,593.8,593.8,593.8,241.03,241.03
2025-06-19,-29.6,-20.0,-27.0,-24.4,-19.2,-95.0,-116.8,-138.6,-160.4,-125.6,-171.2,-223.6,-282.8,-70.0,416.0,808.03,808.03,808.03,129.34,129.34
2025-06-20,15.6,6.4,13.8,12.0,8.4,49.8,61.2,72.6,84.0,66.9,91.6,120.1,152.4,-19.6,666.2,1011.52,1011.52,1011.52,345.22,345.22
2025-06-21,-77.2,-20.0,-93.4,-109.6,-142.0,-103.0,-111.6,-120.2,-128.8,-175.9,-241.2,-322.7,-420.4,-57.2,260.4,435.58,435.58,435.58,159.24,159.24
2025-06-22,46.8,30.4,59.4,72.0,97.2,56.4,59.6,62.8,66.0,96.0,130.0,172.8,224.4,130.0,668.19,994.24,994.24,994.24,298.78,298.78
2025-06-23,-28.4,-12.4,-44.0,-59.6,-90.8,-50.6,-58.0,-65.4,-72.8,-78.5,-107.6,-142.9,-184.4,-61.2,422.0,751.75,751.75,751.75,226.89,226.89
2025-06-24,-86.0,-20.0,-97.8,-109.6,-133.2,29.2,67.6,106.0,144.4,26.5,62.8,98.5,133.6,-46.0,639.8,994.41,994.41,994.41,297.58,297.58
2025-06-25,-23.2,-20.0,-30.0,-36.8,-50.4,-90.4,-112.8,-135.2,-157.6,-228.1,-357.6,-517.7,-708.4,-70.0,221.6,428.38,428.38,428.38,130.44,130.44
2025-06-26,54.4,-12.4,43.8,33.2,12.0,77.2,84.8,92.4,100.0,74.5,80.0,84.9,89.2,-44.8,648.6,1003.21,1003.21,1003.21,328.68,328.68
2025-06-27,0.4,-22.4,3.6,6.8,13.2,36.4,48.4,60.4,72.4,33.7,43.6,52.9,61.6,-56.0,566.0,923.7,923.7,923.7,215.79,215.79
2025-06-28,-67.2,-12.4,-74.0,-80.8,-94.4,-78.0,-81.6,-85.2,-88.8,-86.1,-96.0,-107.7,-121.2,-26.8,510.0,910.48,910.48,910.48,204.59,204.59
2025-06-29,-0.8,-11.2,-2.6,-4.4,-8.0,-8.0,-10.4,-12.8,-15.2,28.9,55.2,89.7,132.4,10.8,631.0,965.62,965.62,965.62,263.43,263.43
2025-06-30,-57.2,-12.4,-77.8,-98.4,-139.6,-53.0,-51.6,-50.2,-48.8,-38.6,-26.0,-10.2,8.8,-44.8,560.0,925.2,925.2,925.2,262.23,262.23
2025-07-01,-40.8,14.0,-57.0,-73.2,-105.6,-79.8,-92.8,-105.8,-118.8,-152.7,-222.4,-308.3,-410.4,-43.6,366.0,614.83,614.83,614.83,175.79,175.79
2025-07-02,102.0,102.0,110.8,119.6,137.2,141.6,154.8,168.0,181.2,141.6,154.8,168.0,181.2,154.8,685.79,1011.84,1011.84,1011.84,338.68,338.68
2025-07-03,-28.4,-12.4,-25.8,-23.2,-18.0,-22.4,-20.4,-18.4,-16.4,-27.8,-30.0,-33.4,-38.0,-44.8,520.55,875.15,875.15,875.15,205.79,205.79
2025-07-04,83.2,83.2,96.4,109.6,136.0,107.8,116.0,124.2,132.4,127.6,151.2,179.2,211.6,151.2,685.79,1011.84,1011.84,1011.84,338.68,338.68
2025-07-05,-123.6,-20.0,-140.4,-157.2,-190.8,-179.4,-198.0,-216.6,-235.2,-128.1,-106.8,-74.1,-30.0,-70.0,522.12,906.91,906.91,906.91,252.23,252.23
2025-07-06,-2.0,15.2,-3.8,-5.6,-9.2,32.2,43.6,55.0,66.4,7.0,-1.2,-15.0,-34.4,10.8,619.72,954.34,954.34,954.34,231.13,231.13
2025-07-07,-30.8,-11.2,-33.2,-35.6,-40.4,86.2,125.2,164.2,203.2,63.7,85.2,101.7,113.2,-38.4,657.4,1008.9,1008.9,1008.9,359.78,359.78
2025-07-08,8.0,-20.0,-2.6,-13.2,-34.4,-27.4,-39.2,-51.0,-62.8,-13.0,-13.6,-11.0,-5.2,-57.2,593.33,1000.83,1000.83,1000.83,231.13,231.13
2025-07-09,-37.2,5.2,-48.4,-59.6,-82.0,-115.8,-142.0,-168.2,-194.4,-146.4,-196.4,-253.2,-316.8,-14.4,284.0,534.72,534.72,534.72,112.8,112.8
2025-07-10,-94.8,-20.0,-120.4,-146.0,-197.2,-36.0,-16.4,3.2,22.8,0.9,49.2,105.7,170.4,31.6,641.98,968.03,968.03,968.03,288.78,288.78
2025-07-11,16.8,-11.2,24.4,32.0,47.2,9.6,7.2,4.8,2.4,46.5,72.8,107.3,150.0,-56.0,648.6,1006.3,1006.3,1006.3,312.14,312.14
2025-07-12,38.0,38.0,46.2,54.4,70.8,104.0,126.0,148.0,170.0,104.0,126.0,148.0,170.0,126.0,648.19,974.24,974.24,974.24,282.23,282.23
2025-07-13,25.6,-23.6,47.0,68.4,111.2,46.6,53.6,60.6,67.6,21.4,8.8,-9.4,-33.2,-53.6,610.93,993.82,993.82,993.82,318.68,318.68
2025-07-14,-29.6,-21.2,-40.8,-52.0,-74.4,-38.6,-41.6,-44.6,-47.6,-24.2,-16.0,-4.6,10.0,-56.0,593.33,976.22,976.22,976.22,278.78,278.78
2025-07-15,-37.2,-20.0,-39.0,-40.8,-44.4,25.2,46.0,66.8,87.6,22.5,41.2,59.3,76.8,32.4,567.3,899.35,899.35,899.35,255.69,255.69
2025-07-16,-13.2,-12.4,-6.2,0.8,14.8,-65.4,-82.8,-100.2,-117.6,-96.0,-137.2,-185.2,-240.0,-70.0,521.6,1092.01,1092.01,1092.01,202.33,202.33
2025-07-17,-40.8,-4.8,-43.2,-45.6,-50.4,-23.4,-17.6,-11.8,-6.0,-51.3,-67.2,-89.3,-117.6,-70.0,571.6,1027.35,1027.35,1027.35,252.23,252.23
2025-07-18,-58.4,-20.0,-65.2,-72.0,-85.6,-69.2,-72.8,-76.4,-80.0,-77.3,-87.2,-98.9,-112.4,-70.0,554.0,958.81,958.81,958.81,195.79,195.79
2025-07-19,-4.4,6.4,20.8,46.0,96.4,56.2,76.4,96.6,116.8,-11.3,-43.6,-90.9,-153.2,-36.0,589.2,989.46,989.46,989.46,339.78,339.78
2025-07-20,26.8,-3.6,16.2,5.6,-15.6,34.6,37.2,39.8,42.4,51.7,67.6,87.3,110.8,-28.4,639.8,988.19,988.19,988.19,272.23,272.23
2025-07-21,-67.2,-2.4,-97.2,-127.2,-187.2,-49.8,-44.0,-38.2,-32.4,-35.4,-18.4,1.8,25.2,-34.4,593.33,962.75,962.75,962.75,214.59,214.59
2025-07-22,-0.8,-20.0,-11.4,-22.0,-43.2,76.6,102.4,128.2,154.0,54.1,62.4,65.7,64.0,-46.0,631.0,985.61,985.61,985.61,272.23,272.23
2025-07-23,-10.8,-11.2,-8.2,-5.6,-0.4,-61.2,-78.0,-94.8,-111.6,15.3,58.0,117.7,194.4,-1.2,639.8,974.42,974.42,974.42,272.23,272.23
2025-07-24,-19.6,-11.2,-35.2,-50.8,-82.0,-41.8,-49.2,-56.6,-64.0,14.9,51.6,100.9,162.8,-38.4,631.0,982.5,982.5,982.5,263.43,263.43
2025-07-25,-37.2,-11.2,-52.8,-68.4,-99.6,-115.8,-142.0,-168.2,-194.4,-61.8,-46.0,-18.2,21.6,-48.4,472.0,834.04,834.04,834.04,205.79,205.79
2025-07-26,-48.4,-11.2,-69.0,-89.6,-130.8,-44.2,-42.8,-41.4,-40.0,12.5,58.0,116.1,186.8,-53.6,639.8,997.5,997.5,997.5,272.23,272.23
2025-07-27,-22.0,-12.4,-19.4,-16.8,-11.6,-74.2,-91.6,-109.0,-126.4,-147.1,-221.2,-311.5,-418.0,-44.8,392.4,713.25,713.25,713.25,201.13,201.13
2025-07-28,-9.6,-11.2,-11.4,-13.2,-16.8,-16.8,-19.2,-21.6,-24.0,20.1,46.4,80.9,123.6,-61.2,606.0,966.75,966.75,966.75,272.23,272.23
2025-07-29,23.2,-20.0,25.8,28.4,33.6,-42.2,-64.0,-85.8,-107.6,-115.1,-193.6,-288.3,-399.2,-64.8,418.8,827.4,827.4,827.4,232.23,232.23
2025-07-30,-27.2,-13.6,-33.4,-39.6,-52.0,-90.8,-112.0,-133.2,-154.4,-14.3,24.0,79.3,151.6,8.4,522.0,850.62,850.62,850.62,246.89,246.89
2025-07-31,-0.8,-20.0,6.8,14.4,29.6,-64.4,-85.6,-106.8,-128.0,-114.8,-175.2,-246.8,-329.6,-70.0,372.0,734.03,734.03,734.03,138.14,138.14
2025-08-01,25.6,-11.2,42.6,59.6,93.6,46.6,53.6,60.6,67.6,63.7,84.0,108.1,136.0,-37.2,657.4,1008.9,1008.9,1008.9,319.88,319.88
2025-08-02,-32.0,28.0,-30.0,-28.0,-24.0,-71.0,-84.0,-97.0,-110.0,-186.2,-288.8,-417.0,-570.8,-61.2,484.0,1033.25,1033.25,1033.25,109.34,109.34
2025-08-03,-68.4,-20.0,-94.0,-119.6,-170.8,-37.8,-27.6,-17.4,-7.2,-65.7,-77.2,-94.9,-118.8,-48.4,592.13,984.56,984.56,984.56,252.23,252.23
2025-08-04,15.6,41.6,-0.0,-15.6,-46.8,-34.8,-51.6,-68.4,-85.2,-0.6,9.2,26.6,51.6,-3.2,619.73,980.22,980.22,980.22,271.03,271.03
2025-08-05,26.8,5.2,30.0,33.2,39.6,62.8,74.8,86.8,98.8,60.1,70.0,79.3,88.0,-14.4,639.8,982.12,982.12,982.12,272.23,272.23
2025-08-06,9.2,-3.6,8.0,6.8,4.4,73.4,94.8,116.2,137.6,50.9,54.8,53.7,47.6,-28.4,606.0,954.39,954.39,954.39,272.23,272.23
2025-08-07,53.2,66.8,60.8,68.4,83.6,32.8,26.0,19.2,12.4,-14.9,-58.8,-113.3,-178.4,-43.6,571.6,971.37,971.37,971.37,252.23,252.23
2025-08-08,45.6,-4.8,58.2,70.8,96.0,40.2,38.4,36.6,34.8,57.3,68.8,84.1,103.2,-70.0,639.8,1003.57,1003.57,1003.57,288.78,288.78
2025-08-09,6.8,-4.8,18.8,30.8,54.8,-43.6,-60.4,-77.2,-94.0,-136.3,-225.2,-334.7,-464.8,-36.0,383.6,743.83,743.83,743.83,159.24,159.24
2025-08-10,44.4,-16.0,61.4,78.4,112.4,-4.2,-20.4,-36.6,-52.8,52.5,80.4,120.9,174.0,-16.8,657.4,999.72,999.72,999.72,319.88,319.88
2025-08-11,26.8,-3.6,30.0,33.2,39.6,62.8,74.8,86.8,98.8,60.1,70.0,79.3,88.0,-6.8,639.8,979.27,979.27,979.27,272.23,272.23
2025-08-12,-9.6,-20.0,-15.8,-22.0,-34.4,-16.8,-19.2,-21.6,-24.0,-64.5,-104.0,-154.1,-214.8,0.8,422.0,737.86,737.86,737.86,148.14,148.14
2025-08-13,-3.2,4.0,8.8,20.8,44.8,-68.6,-90.4,-112.2,-134.0,-14.6,5.6,37.8,82.0,-10.8,647.4,989.72,989.72,989.72,309.88,309.88
2025-08-14,-12.0,-20.0,-5.0,2.0,16.0,7.2,13.6,20.0,26.4,44.1,79.2,122.5,174.0,8.4,657.4,992.02,992.02,992.02,328.68,328.68
2025-08-15,-20.8,5.2,-18.2,-15.6,-10.4,-142.6,-183.2,-223.8,-264.4,-175.9,-242.4,-316.3,-397.6,-61.2,339.6,661.35,661.35,661.35,128.14,128.14
2025-08-16,-28.4,-7.2,-16.4,-4.4,19.6,-22.4,-20.4,-18.4,-16.4,56.8,120.4,201.6,300.4,120.4,668.19,994.24,994.24,994.24,298.78,298.78
2025-08-17,-10.8,-2.4,-12.6,-14.4,-18.0,-4.8,-2.8,-0.8,1.2,32.1,62.8,101.7,148.8,-37.2,639.8,991.3,991.3,991.3,312.14,312.14
2025-08-18,-9.6,-20.0,-20.2,-30.8,-52.0,-16.8,-19.2,-21.6,-24.0,20.1,46.4,80.9,123.6,-70.0,606.0,969.77,969.77,969.77,263.43,263.43
2025-08-19,-9.6,14.0,-2.0,5.6,20.8,-16.8,-19.2,-21.6,-24.0,20.1,46.4,80.9,123.6,16.0,606.0,939.0,939.0,939.0,224.59,224.59
2025-08-20,24.4,5.2,27.0,29.6,34.8,-26.0,-42.8,-59.6,-76.4,-76.4,-132.4,-199.6,-278.0,-70.0,521.6,1116.61,1116.61,1116.61,242.23,242.23
2025-08-21,-88.4,-2.4,-109.6,-130.8,-173.2,-200.6,-238.0,-275.4,-312.8,-236.6,-302.0,-375.4,-456.8,-42.0,303.2,534.53,534.53,534.53,100.54,100.54
2025-08-22,-3.2,-11.2,3.8,10.8,24.8,-12.2,-15.2,-18.2,-21.2,-40.1,-64.8,-95.7,-132.8,-61.2,571.6,1066.38,1066.38,1066.38,261.03,261.03
2025-08-23,-38.4,-20.0,-54.0,-69.6,-100.8,-75.6,-88.0,-100.4,-112.8,-126.0,-177.6,-240.4,-314.4,-14.4,372.0,674.85,674.85,674.85,176.99,176.99
2025-08-24,-42.0,-20.0,-77.0,-112.0,-182.0,-124.2,-151.6,-179.0,-206.4,-115.2,-135.6,-154.0,-170.4,-64.8,530.4,1075.81,1075.81,1075.81,194.59,194.59
2025-08-25,16.8,-2.4,6.2,-4.4,-25.6,9.6,7.2,4.8,2.4,4.2,-2.4,-10.2,-19.2,-33.2,602.13,979.95,979.95,979.95,262.23,262.23
2025-08-26,-37.2,-22.4,-39.0,-40.8,-44.4,-115.8,-142.0,-168.2,-194.4,-273.3,-422.0,-605.7,-824.4,-70.0,-43.6,-120.58,-120.58,-120.58,42.89,42.89
2025-08-27,-3.2,-21.2,-0.6,2.0,7.2,-40.4,-52.8,-65.2,-77.6,-6.2,8.0,29.8,59.2,-48.4,619.73,1020.25,1020.25,1020.25,318.68,318.68
2025-08-28,-28.4,-20.0,-39.6,-50.8,-73.2,-22.4,-20.4,-18.4,-16.4,-70.1,-105.2,-150.9,-207.2,-64.8,422.0,756.0,756.0,756.0,130.54,130.54
2025-08-29,-60.8,-3.6,-72.6,-84.4,-108.0,-101.6,-115.2,-128.8,-142.4,-112.4,-134.4,-158.8,-185.6,13.6,604.28,943.28,943.28,943.28,211.13,211.13
2025-08-30,5.6,-11.2,12.6,19.6,33.6,24.8,31.2,37.6,44.0,19.4,21.6,22.6,22.4,-61.2,628.53,999.88,999.88,999.88,318.68,318.68
2025-08-31,-38.4,-20.0,-40.2,-42.0,-45.6,-47.4,-50.4,-53.4,-56.4,-75.3,-100.0,-130.9,-168.0,-64.8,466.0,823.12,823.12,823.12,226.89,226.89
2025-09-01,-106.0,-20.0,-132.2,-158.4,-210.8,-77.2,-67.6,-58.0,-48.4,-43.0,-6.8,37.0,88.4,-9.2,638.6,978.07,978.07,978.07,231.13,231.13
2025-09-02,-38.4,-11.2,-40.2,-42.0,-45.6,37.2,62.4,87.6,112.8,76.8,132.8,197.6,271.2,132.8,676.99,1003.04,1003.04,1003.04,322.14,322.14
2025-09-03,8.0,6.4,33.8,59.6,111.2,57.2,73.6,90.0,106.4,54.5,68.8,82.5,95.6,-43.6,639.8,994.41,994.41,994.41,288.78,288.78
2025-09-04,-27.2,-14.8,-19.6,-12.0,3.2,50.2,76.0,101.8,127.6,70.0,111.2,156.8,206.8,111.2,614.86,940.9,940.9,940.9,265.69,265.69
2025-09-05,-18.4,-2.4,-24.6,-30.8,-43.2,2.6,9.6,16.6,23.6,62.0,115.2,181.6,261.2,115.2,648.19,974.24,974.24,974.24,282.23,282.23
2025-09-06,-87.2,-20.0,-108.4,-129.6,-172.0,-240.8,-292.0,-343.2,-394.4,-426.2,-621.6,-858.2,-1136.0,-70.0,-15.6,19.15,19.15,19.15,-52.35,-52.35
2025-09-07,-13.2,-21.2,3.2,19.6,52.4,-37.2,-45.2,-53.2,-61.2,39.3,90.8,159.3,244.8,-9.2,675.0,1014.47,1014.47,1014.47,337.48,337.48
2025-09-08,-0.8,-2.4,6.8,14.4,29.6,48.4,64.8,81.2,97.6,3.4,-15.2,-43.8,-82.4,-4.4,577.59,917.06,917.06,917.06,253.43,253.43
2025-09-09,-23.2,-14.8,-21.2,-19.2,-15.2,-90.4,-112.8,-135.2,-157.6,-185.8,-282.4,-400.2,-539.2,-53.6,285.6,457.1,457.1,457.1,78.24,78.24
2025-09-10,102.0,102.0,115.2,128.4,154.8,113.4,117.2,121.0,124.8,133.2,152.4,176.0,204.0,152.4,685.79,1011.84,1011.84,1011.84,338.68,338.68
2025-09-11,-74.8,-23.6,-81.6,-88.4,-102.0,-42.4,-31.6,-20.8,-10.0,-47.8,-41.2,-35.8,-31.6,-23.2,472.0,828.97,828.97,828.97,189.24,189.24
2025-09-12,-66.0,-12.4,-77.2,-88.4,-110.8,-61.8,-60.4,-59.0,-57.6,-5.1,40.4,98.5,169.2,-44.8,606.0,960.61,960.61,960.61,263.43,263.43
2025-09-13,-18.4,-11.2,-20.2,-22.0,-25.6,2.6,9.6,16.6,23.6,19.7,40.0,64.1,92.0,32.4,567.3,899.35,899.35,899.35,224.59,224.59
2025-09-14,4.4,-20.0,11.4,18.4,32.4,-19.6,-27.6,-35.6,-43.6,-27.7,-42.0,-58.1,-76.0,-43.2,598.0,982.38,982.38,982.38,308.68,308.68
2025-09-15,-57.2,-20.0,-50.2,-43.2,-29.2,-81.2,-89.2,-97.2,-105.2,-131.6,-178.8,-237.2,-306.8,-24.4,372.0,693.67,693.67,693.67,129.34,129.34
2025-09-16,-117.2,-11.2,-139.0,-160.8,-204.4,-174.8,-194.0,-213.2,-232.4,-146.0,-142.8,-133.2,-117.2,-23.2,530.4,1007.68,1007.68,1007.68,202.33,202.33
2025-09-17,-60.8,-12.4,-58.8,-56.8,-52.8,-73.4,-77.6,-81.8,-86.0,-61.7,-56.8,-49.3,-39.2,-44.8,589.2,992.57,992.57,992.57,283.34,283.34
2025-09-18,-64.4,-3.6,-100.0,-135.6,-206.8,-122.0,-141.2,-160.4,-179.6,-50.9,-14.8,37.1,104.8,32.4,700.3,1032.35,1032.35,1032.35,390.47,390.47
2025-09-19,84.8,74.4,78.0,71.2,57.6,19.4,-2.4,-24.2,-46.0,-53.5,-132.0,-226.7,-337.6,59.6,688.39,1014.43,1014.43,1014.43,328.58,328.58
2025-09-20,-18.0,-20.0,-21.0,-24.0,-30.0,-73.8,-92.4,-111.0,-129.6,-107.1,-151.6,-203.5,-262.8,-70.0,498.0,919.34,919.34,919.34,345.13,345.13
2025-09-21,0.8,-11.2,-20.4,-41.6,-84.0,44.6,59.2,73.8,88.4,16.7,9.6,-3.7,-23.2,-61.2,680.13,1057.92,1057.92,1057.92,438.12,438.12
2025-09-22,19.6,-20.0,17.2,14.8,10.0,-6.2,-14.8,-23.4,-32.0,47.8,81.2,126.6,184.0,-70.0,698.93,1119.98,1119.98,1119.98,471.48,471.48
2025-09-23,76.0,5.2,83.0,90.0,104.0,67.0,64.0,61.0,58.0,-3.2,-60.8,-134.0,-222.8,-19.6,661.33,1027.67,1027.67,1027.67,411.57,411.57
2025-09-24,42.0,75.6,40.2,38.4,34.8,48.0,50.0,52.0,54.0,84.9,115.6,154.5,201.6,26.8,692.6,1025.6,1025.6,1025.6,432.77,432.77
2025-09-25,9.6,4.0,16.0,22.4,35.2,25.2,30.4,35.6,40.8,101.7,166.4,248.1,346.8,68.0,781.39,1107.44,1107.44,1107.44,554.47,554.47
2025-09-26,38.4,-3.6,45.4,52.4,66.4,55.8,61.6,67.4,73.2,27.9,12.0,-10.1,-38.4,-36.0,680.13,1045.06,1045.06,1045.06,421.57,421.57
2025-09-27,-18.0,15.2,-2.8,12.4,42.8,10.8,20.4,30.0,39.6,45.0,81.2,125.0,176.4,-34.8,726.6,1078.1,1078.1,1078.1,488.02,488.02
2025-09-28,57.2,-14.8,59.8,62.4,67.6,61.4,62.8,64.2,65.6,160.4,238.8,339.2,461.6,238.8,791.39,1117.44,1117.44,1117.44,564.47,564.47
2025-09-29,-39.6,4.0,-55.8,-72.0,-104.4,-63.6,-71.6,-79.6,-87.6,-29.4,-10.8,15.4,49.2,23.6,606.68,945.05,945.05,945.05,262.23,262.23
2025-09-30,-18.0,-13.6,-7.2,3.6,25.2,-17.4,-17.2,-17.0,-16.8,-48.0,-71.6,-102.0,-139.2,28.4,678.92,1011.3,1011.3,1011.3,420.37,420.37
2025-10-01,-50.8,-20.0,-62.6,-74.4,-98.0,-48.4,-47.6,-46.8,-46.0,-56.5,-62.0,-69.3,-78.4,-64.8,580.4,986.32,986.32,986.32,268.78,268.78
2025-10-02,-0.4,-13.6,-3.4,-6.4,-12.4,-84.4,-112.4,-140.4,-168.4,-224.8,-362.0,-530.4,-730.0,-70.0,414.0,900.91,900.91,900.91,242.14,242.14
2025-10-03,-18.0,12.8,-11.6,-5.2,7.6,10.8,20.4,30.0,39.6,87.3,156.4,242.5,345.6,156.4,772.59,1098.64,1098.64,1098.64,545.67,545.67
2025-10-04,76.0,-20.0,55.4,34.8,-6.4,67.0,64.0,61.0,58.0,39.1,14.4,-16.5,-53.6,-57.2,707.8,1065.5,1065.5,1065.5,430.37,430.37
2025-10-05,-55.6,-3.6,-54.2,-52.8,-50.0,-28.6,-19.6,-10.6,-1.6,-16.9,1.2,21.9,45.2,83.2,734.99,1061.04,1061.04,1061.04,469.22,469.22
2025-10-06,-74.4,-3.6,-87.4,-100.4,-126.4,-62.4,-58.4,-54.4,-50.4,-30.9,-2.4,33.1,75.6,-15.6,680.13,1043.47,1043.47,1043.47,421.57,421.57
