trade_num,Flat (No MG),Flat + Skip 2L,MG Next Signal (x1.5),MG Next Signal (x2),MG Next Signal (x3.0),MG1 (x1.5),MG1 (x2),MG1 (x2.5),MG1 (x3.0),MG2 (x1.5),MG2 (x2),MG2 (x2.5),MG2 (x3.0),MG2 + Stop 1L,Masaniello,Masaniello (cap $1000),Masaniello (cap $2000),Masaniello (cap $500),Soros (3-level cap),Soros (Anti-MG)
132,-116.8,-154.4,-107.4,-98.0,-79.2,-206.2,-236.0,-265.8,-295.6,-190.0,-207.2,-220.8,-230.8,-52.0,4030.27,6558.2,6558.2,6558.2,1815.64,1815.64
133,-108.0,-145.6,-98.6,-89.2,-70.4,-197.4,-227.2,-257.0,-286.8,-181.2,-198.4,-212.0,-222.0,-43.2,4074.27,6640.02,6640.02,6640.02,1824.44,1824.44
134,-99.2,-155.6,-89.8,-80.4,-61.6,-188.6,-218.4,-248.2,-278.0,-172.4,-189.6,-203.2,-213.2,-113.2,4118.27,6720.02,6720.02,6720.02,1840.98,1840.98
135,-90.4,-165.6,-81.0,-71.6,-52.8,-179.8,-209.6,-239.4,-269.2,-163.6,-180.8,-194.4,-204.4,-104.4,4162.27,6797.8,6797.8,6797.8,1872.08,1872.08
136,-81.6,-156.8,-72.2,-62.8,-44.0,-171.0,-200.8,-230.6,-260.4,-154.8,-172.0,-185.6,-195.6,-95.6,4206.27,6872.8,6872.8,6872.8,1880.88,1880.88
137,-72.8,-166.8,-63.4,-54.0,-35.2,-162.2,-192.0,-221.8,-251.6,-146.0,-163.2,-176.8,-186.8,-165.6,4250.27,6944.23,6944.23,6944.23,1897.43,1897.43
138,-64.0,-176.8,-54.6,-45.2,-26.4,-153.4,-183.2,-213.0,-242.8,-137.2,-154.4,-168.0,-178.0,-156.8,4294.27,7010.9,7010.9,7010.9,1928.53,1928.53
139,-74.0,-168.0,-64.6,-55.2,-36.4,-150.2,-175.6,-201.0,-226.4,-134.0,-146.8,-156.0,-161.6,-151.6,4338.27,7070.9,7070.9,7070.9,1937.33,1937.33
140,-65.2,-159.2,-51.4,-37.6,-10.0,-141.4,-166.8,-192.2,-217.6,-125.2,-138.0,-147.2,-152.8,-144.0,4382.27,7120.9,7120.9,7120.9,1953.87,1953.87
141,-56.4,-150.4,-42.6,-28.8,-1.2,-132.6,-158.0,-183.4,-208.8,-116.4,-129.2,-138.4,-144.0,-138.8,4415.6,7154.23,7154.23,7154.23,1984.98,1984.98
142,-47.6,-141.6,-33.8,-20.0,7.6,-123.8,-149.2,-174.6,-200.0,-107.6,-120.4,-129.6,-135.2,-208.8,4424.4,7163.03,7163.03,7163.03,1993.78,1993.78
143,-57.6,-132.8,-43.8,-30.0,-2.4,-148.8,-179.2,-209.6,-240.0,-155.1,-190.4,-227.1,-265.2,-200.0,4414.4,7153.03,7153.03,7153.03,1974.98,1974.98
144,-67.6,-142.8,-58.8,-50.0,-32.4,-145.6,-171.6,-197.6,-223.6,-151.9,-182.8,-215.1,-248.8,-191.2,4458.4,7233.03,7233.03,7233.03,1983.78,1983.78
145,-77.6,-152.8,-68.8,-60.0,-42.4,-142.4,-164.0,-185.6,-207.2,-148.7,-175.2,-203.1,-232.4,-182.4,4502.4,7311.98,7311.98,7311.98,2000.32,2000.32
146,-87.6,-144.0,-83.8,-80.0,-72.4,-139.2,-156.4,-173.6,-190.8,-145.5,-167.6,-191.1,-216.0,-177.2,4546.4,7389.75,7389.75,7389.75,2031.42,2031.42
147,-78.8,-154.0,-75.0,-71.2,-63.6,-130.4,-147.6,-164.8,-182.0,-136.7,-158.8,-182.3,-207.2,-247.2,4590.4,7466.22,7466.22,7466.22,2040.22,2040.22
148,-88.8,-164.0,-85.0,-81.2,-73.6,-127.2,-140.0,-152.8,-165.6,-133.5,-151.2,-170.3,-190.8,-317.2,4634.4,7541.22,7541.22,7541.22,2056.77,2056.77
149,-98.8,-174.0,-100.0,-101.2,-103.6,-152.2,-170.0,-187.8,-205.6,-181.0,-221.2,-267.8,-320.8,-308.4,4584.4,7457.89,7457.89,7457.89,2021.42,2021.42
150,-108.8,-165.2,-110.0,-111.2,-113.6,-149.0,-162.4,-175.8,-189.2,-177.8,-213.6,-255.8,-304.4,-303.2,4628.4,7536.46,7536.46,7536.46,2030.22,2030.22
151,-100.0,-175.2,-96.8,-93.6,-87.2,-140.2,-153.6,-167.0,-180.4,-169.0,-204.8,-247.0,-295.6,-294.4,4672.4,7613.39,7613.39,7613.39,2046.77,2046.77
152,-91.2,-166.4,-88.0,-84.8,-78.4,-131.4,-144.8,-158.2,-171.6,-160.2,-196.0,-238.2,-286.8,-289.2,4716.4,7688.39,7688.39,7688.39,2077.87,2077.87
153,-82.4,-157.6,-79.2,-76.0,-69.6,-122.6,-136.0,-149.4,-162.8,-151.4,-187.2,-229.4,-278.0,-281.6,4760.4,7761.11,7761.11,7761.11,2086.67,2086.67
154,-73.6,-167.6,-70.4,-67.2,-60.8,-113.8,-127.2,-140.6,-154.0,-142.6,-178.4,-220.6,-269.2,-351.6,4804.4,7831.11,7831.11,7831.11,2103.21,2103.21
155,-64.8,-177.6,-61.6,-58.4,-52.0,-105.0,-118.4,-131.8,-145.2,-133.8,-169.6,-211.8,-260.4,-342.8,4848.4,7897.78,7897.78,7897.78,2134.32,2134.32
156,-56.0,-168.8,-52.8,-49.6,-43.2,-96.2,-109.6,-123.0,-136.4,-125.0,-160.8,-203.0,-251.6,-337.6,4892.4,7960.28,7960.28,7960.28,2143.12,2143.12
157,-66.0,-160.0,-62.8,-59.6,-53.2,-121.2,-139.6,-158.0,-176.4,-172.5,-230.8,-300.5,-381.6,-330.0,4842.4,7895.34,7895.34,7895.34,2124.32,2124.32
158,-76.0,-170.0,-77.8,-79.6,-83.2,-118.0,-132.0,-146.0,-160.0,-169.3,-223.2,-288.5,-365.2,-321.2,4886.4,7962.01,7962.01,7962.01,2133.12,2133.12
159,-86.0,-161.2,-87.8,-89.6,-93.2,-143.0,-162.0,-181.0,-200.0,-216.8,-293.2,-386.0,-495.2,-313.6,4836.4,7893.83,7893.83,7893.83,2114.32,2114.32
160,-77.2,-171.2,-74.6,-72.0,-66.8,-134.2,-153.2,-172.2,-191.2,-208.0,-284.4,-377.2,-486.4,-306.0,4880.4,7968.83,7968.83,7968.83,2123.12,2123.12
161,-68.4,-162.4,-65.8,-63.2,-58.0,-125.4,-144.4,-163.4,-182.4,-199.2,-275.6,-368.4,-477.6,-300.8,4924.4,8035.5,8035.5,8035.5,2139.66,2139.66
162,-78.4,-172.4,-75.8,-73.2,-68.0,-150.4,-174.4,-198.4,-222.4,-246.7,-345.6,-465.9,-607.6,-293.2,4874.4,7978.68,7978.68,7978.68,2104.32,2104.32
163,-69.6,-163.6,-62.6,-55.6,-41.6,-141.6,-165.6,-189.6,-213.6,-237.9,-336.8,-457.1,-598.8,-284.4,4918.4,8078.68,8078.68,8078.68,2113.12,2113.12
164,-79.6,-173.6,-72.6,-65.6,-51.6,-138.4,-158.0,-177.6,-197.2,-234.7,-329.2,-445.1,-582.4,-354.4,4927.2,8087.48,8087.48,8087.48,2129.66,2129.66
165,-70.8,-164.8,-59.4,-48.0,-25.2,-129.6,-149.2,-168.8,-188.4,-225.9,-320.4,-436.3,-573.6,-345.6,4936.0,8096.28,8096.28,8096.28,2160.76,2160.76
166,-80.8,-174.8,-69.4,-58.0,-35.2,-126.4,-141.6,-156.8,-172.0,-222.7,-312.8,-424.3,-557.2,-338.0,4944.8,8105.08,8105.08,8105.08,2169.56,2169.56
167,-72.0,-184.8,-56.2,-40.4,-8.8,-117.6,-132.8,-148.0,-163.2,-213.9,-304.0,-415.5,-548.4,-330.4,4988.8,8185.08,8185.08,8185.08,2186.11,2186.11
168,-63.2,-176.0,-47.4,-31.6,0.0,-108.8,-124.0,-139.2,-154.4,-205.1,-295.2,-406.7,-539.6,-322.8,5032.8,8264.03,8264.03,8264.03,2217.21,2217.21
169,-54.4,-167.2,-38.6,-22.8,8.8,-100.0,-115.2,-130.4,-145.6,-196.3,-286.4,-397.9,-530.8,-314.0,5076.8,8341.8,8341.8,8341.8,2226.01,2226.01
170,-45.6,-177.2,-29.8,-14.0,17.6,-91.2,-106.4,-121.6,-136.8,-187.5,-277.6,-389.1,-522.0,-384.0,5120.8,8418.27,8418.27,8418.27,2242.55,2242.55
171,-55.6,-168.4,-39.8,-24.0,7.6,-88.0,-98.8,-109.6,-120.4,-184.3,-270.0,-377.1,-505.6,-375.2,5164.8,8493.27,8493.27,8493.27,2273.66,2273.66
172,-46.8,-178.4,-26.6,-6.4,34.0,-79.2,-90.0,-100.8,-111.6,-175.5,-261.2,-368.3,-496.8,-366.4,5208.8,8566.61,8566.61,8566.61,2282.46,2282.46
173,-56.8,-188.4,-36.6,-16.4,24.0,-76.0,-82.4,-88.8,-95.2,-172.3,-253.6,-356.3,-480.4,-358.8,5252.8,8638.04,8638.04,8638.04,2299.0,2299.0
174,-66.8,-198.4,-51.6,-36.4,-6.0,-101.0,-112.4,-123.8,-135.2,-177.5,-248.4,-336.3,-441.2,-428.8,5296.8,8707.27,8707.27,8707.27,2330.1,2330.1
175,-76.8,-208.4,-61.6,-46.4,-16.0,-126.0,-142.4,-158.8,-175.2,-225.0,-318.4,-433.8,-571.2,-421.2,5246.8,8631.51,8631.51,8631.51,2320.1,2320.1
176,-86.8,-199.6,-76.6,-66.4,-46.0,-151.0,-172.4,-193.8,-215.2,-272.5,-388.4,-531.3,-701.2,-412.4,5196.8,8548.86,8548.86,8548.86,2310.1,2310.1
177,-96.8,-190.8,-86.6,-76.4,-56.0,-147.8,-164.8,-181.8,-198.8,-269.3,-380.8,-519.3,-684.8,-403.6,5240.8,8628.86,8628.86,8628.86,2318.9,2318.9
178,-88.0,-200.8,-73.4,-58.8,-29.6,-139.0,-156.0,-173.0,-190.0,-260.5,-372.0,-510.5,-676.0,-394.8,5284.8,8706.64,8706.64,8706.64,2335.45,2335.45
179,-79.2,-192.0,-64.6,-50.0,-20.8,-130.2,-147.2,-164.2,-181.2,-251.7,-363.2,-501.7,-667.2,-389.6,5328.8,8781.64,8781.64,8781.64,2366.55,2366.55
180,-89.2,-202.0,-74.6,-60.0,-30.8,-155.2,-177.2,-199.2,-221.2,-256.9,-358.0,-481.7,-628.0,-380.8,5372.8,8853.07,8853.07,8853.07,2375.35,2375.35
181,-99.2,-193.2,-89.6,-80.0,-60.8,-180.2,-207.2,-234.2,-261.2,-304.4,-428.0,-579.2,-758.0,-372.0,5322.8,8777.31,8777.31,8777.31,2356.55,2356.55
182,-109.2,-184.4,-99.6,-90.0,-70.8,-177.0,-199.6,-222.2,-244.8,-301.2,-420.4,-567.2,-741.6,-366.8,5366.8,8857.31,8857.31,8857.31,2365.35,2365.35
183,-119.2,-175.6,-114.6,-110.0,-100.8,-202.0,-229.6,-257.2,-284.8,-348.7,-490.4,-664.7,-871.6,-436.8,5316.8,8772.09,8772.09,8772.09,2346.55,2346.55
184,-110.4,-166.8,-105.8,-101.2,-92.0,-193.2,-220.8,-248.4,-276.0,-339.9,-481.6,-655.9,-862.8,-431.6,5360.8,8872.09,8872.09,8872.09,2355.35,2355.35
185,-120.4,-176.8,-115.8,-111.2,-102.0,-218.2,-250.8,-283.4,-316.0,-345.1,-476.4,-635.9,-823.6,-424.0,5404.8,8972.09,8972.09,8972.09,2371.89,2371.89
186,-130.4,-186.8,-130.8,-131.2,-132.0,-243.2,-280.8,-318.4,-356.0,-350.3,-471.2,-615.9,-784.4,-415.2,5448.8,9052.09,9052.09,9052.09,2403.0,2403.0
187,-121.6,-196.8,-122.0,-122.4,-123.2,-234.4,-272.0,-309.6,-347.2,-341.5,-462.4,-607.1,-775.6,-406.4,5492.8,9131.03,9131.03,9131.03,2411.8,2411.8
188,-112.8,-206.8,-113.2,-113.6,-114.4,-225.6,-263.2,-300.8,-338.4,-332.7,-453.6,-598.3,-766.8,-476.4,5536.8,9208.81,9208.81,9208.81,2428.34,2428.34
189,-104.0,-198.0,-104.4,-104.8,-105.6,-216.8,-254.4,-292.0,-329.6,-323.9,-444.8,-589.5,-758.0,-468.8,5580.8,9285.28,9285.28,9285.28,2459.44,2459.44
190,-114.0,-208.0,-114.4,-114.8,-115.6,-213.6,-246.8,-280.0,-313.2,-320.7,-437.2,-577.5,-741.6,-461.2,5624.8,9360.28,9360.28,9360.28,2468.24,2468.24
191,-124.0,-199.2,-129.4,-134.8,-145.6,-238.6,-276.8,-315.0,-353.2,-325.9,-432.0,-557.5,-702.4,-456.0,5668.8,9433.62,9433.62,9433.62,2484.79,2484.79
192,-134.0,-190.4,-139.4,-144.8,-155.6,-235.4,-269.2,-303.0,-336.8,-322.7,-424.4,-545.5,-686.0,-447.2,5712.8,9505.04,9505.04,9505.04,2515.89,2515.89
193,-144.0,-200.4,-154.4,-164.8,-185.6,-260.4,-299.2,-338.0,-376.8,-370.2,-494.4,-643.0,-816.0,-442.0,5662.8,9426.37,9426.37,9426.37,2505.89,2505.89
194,-135.2,-191.6,-145.6,-156.0,-176.8,-251.6,-290.4,-329.2,-368.0,-361.4,-485.6,-634.2,-807.2,-433.2,5706.8,9501.37,9501.37,9501.37,2514.69,2514.69
195,-145.2,-201.6,-155.6,-166.0,-186.8,-276.6,-320.4,-364.2,-408.0,-408.9,-555.6,-731.7,-937.2,-424.4,5656.8,9418.73,9418.73,9418.73,2495.89,2495.89
196,-136.4,-192.8,-142.4,-148.4,-160.4,-267.8,-311.6,-355.4,-399.2,-400.1,-546.8,-722.9,-928.4,-415.6,5700.8,9498.73,9498.73,9498.73,2504.69,2504.69
197,-146.4,-184.0,-152.4,-158.4,-170.4,-292.8,-341.6,-390.4,-439.2,-447.6,-616.8,-820.4,-1058.4,-406.8,5650.8,9410.34,9410.34,9410.34,2485.89,2485.89
198,-156.4,-194.0,-167.4,-178.4,-200.4,-317.8,-371.6,-425.4,-479.2,-495.1,-686.8,-917.9,-1188.4,-476.8,5600.8,9310.91,9310.91,9310.91,2475.89,2475.89
199,-147.6,-185.2,-158.6,-169.6,-191.6,-309.0,-362.8,-416.6,-470.4,-486.3,-678.0,-909.1,-1179.6,-468.0,5644.8,9410.91,9410.91,9410.91,2484.69,2484.69
200,-138.8,-195.2,-149.8,-160.8,-182.8,-300.2,-354.0,-407.8,-461.6,-477.5,-669.2,-900.3,-1170.8,-460.4,5688.8,9510.91,9510.91,9510.91,2501.23,2501.23
201,-130.0,-186.4,-141.0,-152.0,-174.0,-291.4,-345.2,-399.0,-452.8,-468.7,-660.4,-891.5,-1162.0,-455.2,5732.8,9610.91,9610.91,9610.91,2532.34,2532.34
202,-121.2,-196.4,-132.2,-143.2,-165.2,-282.6,-336.4,-390.2,-444.0,-459.9,-651.6,-882.7,-1153.2,-446.4,5776.8,9710.91,9710.91,9710.91,2541.14,2541.14
203,-131.2,-187.6,-142.2,-153.2,-175.2,-279.4,-328.8,-378.2,-427.6,-456.7,-644.0,-870.7,-1136.8,-438.8,5820.8,9810.91,9810.91,9810.91,2557.68,2557.68
204,-141.2,-178.8,-157.2,-173.2,-205.2,-276.2,-321.2,-366.2,-411.2,-453.5,-636.4,-858.7,-1120.4,-430.0,5864.8,9910.91,9910.91,9910.91,2588.78,2588.78
205,-132.4,-188.8,-148.4,-164.4,-196.4,-267.4,-312.4,-357.4,-402.4,-444.7,-627.6,-849.9,-1111.6,-422.4,5908.8,10010.91,10010.91,10010.91,2597.58,2597.58
206,-142.4,-198.8,-158.4,-174.4,-206.4,-264.2,-304.8,-345.4,-386.0,-441.5,-620.0,-837.9,-1095.2,-413.6,5917.6,10019.71,10019.71,10019.71,2614.13,2614.13
207,-152.4,-208.8,-173.4,-194.4,-236.4,-261.0,-297.2,-333.4,-369.6,-438.3,-612.4,-825.9,-1078.8,-404.8,5926.4,10028.51,10028.51,10028.51,2645.23,2645.23
208,-143.6,-218.8,-164.6,-185.6,-227.6,-252.2,-288.4,-324.6,-360.8,-429.5,-603.6,-817.1,-1070.0,-396.0,5935.2,10037.31,10037.31,10037.31,2654.03,2654.03
209,-153.6,-210.0,-174.6,-195.6,-237.6,-249.0,-280.8,-312.6,-344.4,-426.3,-596.0,-805.1,-1053.6,-387.2,5944.0,10046.11,10046.11,10046.11,2670.57,2670.57
210,-163.6,-220.0,-189.6,-215.6,-267.6,-274.0,-310.8,-347.6,-384.4,-431.5,-590.8,-785.1,-1014.4,-378.4,5988.0,10126.11,10126.11,10126.11,2701.68,2701.68
211,-173.6,-211.2,-199.6,-225.6,-277.6,-299.0,-340.8,-382.6,-424.4,-436.7,-585.6,-765.1,-975.2,-369.6,6032.0,10205.06,10205.06,10205.06,2710.48,2710.48
212,-164.8,-221.2,-186.4,-208.0,-251.2,-290.2,-332.0,-373.8,-415.6,-427.9,-576.8,-756.3,-966.4,-360.8,6076.0,10282.84,10282.84,10282.84,2727.02,2727.02
213,-174.8,-231.2,-196.4,-218.0,-261.2,-287.0,-324.4,-361.8,-399.2,-424.7,-569.2,-744.3,-950.0,-353.2,6120.0,10359.31,10359.31,10359.31,2758.12,2758.12
214,-184.8,-222.4,-211.4,-238.0,-291.2,-283.8,-316.8,-349.8,-382.8,-421.5,-561.6,-732.3,-933.6,-345.6,6164.0,10434.31,10434.31,10434.31,2766.92,2766.92
215,-176.0,-232.4,-202.6,-229.2,-282.4,-275.0,-308.0,-341.0,-374.0,-412.7,-552.8,-723.5,-924.8,-336.8,6208.0,10507.64,10507.64,10507.64,2783.47,2783.47
216,-186.0,-223.6,-212.6,-239.2,-292.4,-300.0,-338.0,-376.0,-414.0,-460.2,-622.8,-821.0,-1054.8,-406.8,6158.0,10426.47,10426.47,10426.47,2748.12,2748.12
217,-177.2,-214.8,-199.4,-221.6,-266.0,-291.2,-329.2,-367.2,-405.2,-451.4,-614.0,-812.2,-1046.0,-398.0,6202.0,10503.4,10503.4,10503.4,2756.92,2756.92
218,-187.2,-206.0,-209.4,-231.6,-276.0,-288.0,-321.6,-355.2,-388.8,-448.2,-606.4,-800.2,-1029.6,-389.2,6246.0,10578.4,10578.4,10578.4,2773.47,2773.47
219,-178.4,-197.2,-196.2,-214.0,-249.6,-279.2,-312.8,-346.4,-380.0,-439.4,-597.6,-791.4,-1020.8,-380.4,6290.0,10651.12,10651.12,10651.12,2804.57,2804.57
220,-188.4,-188.4,-206.2,-224.0,-259.6,-304.2,-342.8,-381.4,-420.0,-444.6,-592.4,-771.4,-981.6,-371.6,6334.0,10721.12,10721.12,10721.12,2813.37,2813.37
221,-198.4,-179.6,-221.2,-244.0,-289.6,-329.2,-372.8,-416.4,-460.0,-449.8,-587.2,-751.4,-942.4,-362.8,6378.0,10787.79,10787.79,10787.79,2829.91,2829.91
222,-189.6,-189.6,-212.4,-235.2,-280.8,-320.4,-364.0,-407.6,-451.2,-441.0,-578.4,-742.6,-933.6,-357.6,6422.0,10850.29,10850.29,10850.29,2861.02,2861.02
223,-199.6,-199.6,-222.4,-245.2,-290.8,-345.4,-394.0,-442.6,-491.2,-488.5,-648.4,-840.1,-1063.6,-427.6,6372.0,10785.35,10785.35,10785.35,2851.02,2851.02
224,-209.6,-190.8,-237.4,-265.2,-320.8,-370.4,-424.0,-477.6,-531.2,-493.7,-643.2,-820.1,-1024.4,-418.8,6416.0,10852.02,10852.02,10852.02,2859.82,2859.82
225,-219.6,-182.0,-247.4,-275.2,-330.8,-395.4,-454.0,-512.6,-571.2,-541.2,-713.2,-917.6,-1154.4,-411.2,6366.0,10783.84,10783.84,10783.84,2841.02,2841.02
226,-229.6,-192.0,-262.4,-295.2,-360.8,-392.2,-446.4,-500.6,-554.8,-538.0,-705.6,-905.6,-1138.0,-403.6,6410.0,10863.84,10863.84,10863.84,2849.82,2849.82
227,-220.8,-183.2,-253.6,-286.4,-352.0,-383.4,-437.6,-491.8,-546.0,-529.2,-696.8,-896.8,-1129.2,-473.6,6454.0,10942.79,10942.79,10942.79,2866.36,2866.36
228,-230.8,-193.2,-263.6,-296.4,-362.0,-380.2,-430.0,-479.8,-529.6,-526.0,-689.2,-884.8,-1112.8,-543.6,6498.0,11020.56,11020.56,11020.56,2897.46,2897.46
229,-240.8,-184.4,-278.6,-316.4,-392.0,-377.0,-422.4,-467.8,-513.2,-522.8,-681.6,-872.8,-1096.4,-534.8,6542.0,11097.03,11097.03,11097.03,2906.26,2906.26
230,-232.0,-194.4,-269.8,-307.6,-383.2,-368.2,-413.6,-459.0,-504.4,-514.0,-672.8,-864.0,-1087.6,-526.0,6586.0,11172.03,11172.03,11172.03,2922.81,2922.81
231,-242.0,-185.6,-279.8,-317.6,-393.2,-393.2,-443.6,-494.0,-544.4,-519.2,-667.6,-844.0,-1048.4,-518.4,6630.0,11245.37,11245.37,11245.37,2953.91,2953.91
232,-233.2,-195.6,-266.6,-300.0,-366.8,-384.4,-434.8,-485.2,-535.6,-510.4,-658.8,-835.2,-1039.6,-509.6,6674.0,11316.8,11316.8,11316.8,2962.71,2962.71
233,-243.2,-205.6,-276.6,-310.0,-376.8,-381.2,-427.2,-473.2,-519.2,-507.2,-651.2,-823.2,-1023.2,-504.4,6718.0,11386.03,11386.03,11386.03,2979.25,2979.25
234,-234.4,-215.6,-263.4,-292.4,-350.4,-372.4,-418.4,-464.4,-510.4,-498.4,-642.4,-814.4,-1014.4,-495.6,6762.0,11452.69,11452.69,11452.69,3010.36,3010.36
235,-225.6,-225.6,-254.6,-283.6,-341.6,-363.6,-409.6,-455.6,-501.6,-489.6,-633.6,-805.6,-1005.6,-488.0,6806.0,11516.33,11516.33,11516.33,3019.16,3019.16
236,-216.8,-235.6,-245.8,-274.8,-332.8,-354.8,-400.8,-446.8,-492.8,-480.8,-624.8,-796.8,-996.8,-479.2,6850.0,11576.33,11576.33,11576.33,3035.7,3035.7
237,-226.8,-245.6,-255.8,-284.8,-342.8,-379.8,-430.8,-481.8,-532.8,-486.0,-619.6,-776.8,-957.6,-471.6,6894.0,11631.89,11631.89,11631.89,3066.8,3066.8
238,-218.0,-255.6,-242.6,-267.2,-316.4,-371.0,-422.0,-473.0,-524.0,-477.2,-610.8,-768.0,-948.8,-462.8,6938.0,11681.89,11681.89,11681.89,3075.6,3075.6
239,-228.0,-265.6,-252.6,-277.2,-326.4,-367.8,-414.4,-461.0,-507.6,-474.0,-603.2,-756.0,-932.4,-455.2,6980.86,11724.74,11724.74,11724.74,3092.15,3092.15
240,-219.2,-275.6,-239.4,-259.6,-300.0,-359.0,-405.6,-452.2,-498.8,-465.2,-594.4,-747.2,-923.6,-447.6,7014.19,11758.08,11758.08,11758.08,3123.25,3123.25
241,-210.4,-266.8,-230.6,-250.8,-291.2,-350.2,-396.8,-443.4,-490.0,-456.4,-585.6,-738.4,-914.8,-438.8,7034.19,11778.08,11778.08,11778.08,3132.05,3132.05
242,-220.4,-258.0,-240.6,-260.8,-301.2,-347.0,-389.2,-431.4,-473.6,-453.2,-578.0,-726.4,-898.4,-433.6,7042.99,11786.88,11786.88,11786.88,3148.59,3148.59
243,-211.6,-249.2,-227.4,-243.2,-274.8,-338.2,-380.4,-422.6,-464.8,-444.4,-569.2,-717.6,-889.6,-426.0,7051.79,11795.68,11795.68,11795.68,3179.7,3179.7
244,-202.8,-259.2,-218.6,-234.4,-266.0,-329.4,-371.6,-413.8,-456.0,-435.6,-560.4,-708.8,-880.8,-417.2,7060.59,11804.48,11804.48,11804.48,3188.5,3188.5
245,-212.8,-250.4,-228.6,-244.4,-276.0,-354.4,-401.6,-448.8,-496.0,-483.1,-630.4,-806.3,-1010.8,-408.4,7050.59,11794.48,11794.48,11794.48,3169.7,3169.7
246,-204.0,-241.6,-215.4,-226.8,-249.6,-345.6,-392.8,-440.0,-487.2,-474.3,-621.6,-797.5,-1002.0,-403.2,7094.59,11874.48,11874.48,11874.48,3178.5,3178.5
247,-214.0,-232.8,-225.4,-236.8,-259.6,-342.4,-385.2,-428.0,-470.8,-471.1,-614.0,-785.5,-985.6,-394.4,7138.59,11953.42,11953.42,11953.42,3195.04,3195.04
248,-224.0,-224.0,-240.4,-256.8,-289.6,-367.4,-415.2,-463.0,-510.8,-476.3,-608.8,-765.5,-946.4,-464.4,7182.59,12031.2,12031.2,12031.2,3226.14,3226.14
249,-215.2,-234.0,-231.6,-248.0,-280.8,-358.6,-406.4,-454.2,-502.0,-467.5,-600.0,-756.7,-937.6,-456.8,7226.59,12107.67,12107.67,12107.67,3234.94,3234.94
250,-225.2,-244.0,-241.6,-258.0,-290.8,-355.4,-398.8,-442.2,-485.6,-464.3,-592.4,-744.7,-921.2,-451.6,7270.59,12182.67,12182.67,12182.67,3251.49,3251.49
251,-216.4,-235.2,-228.4,-240.4,-264.4,-346.6,-390.0,-433.4,-476.8,-455.5,-583.6,-735.9,-912.4,-446.4,7314.59,12256.01,12256.01,12256.01,3282.59,3282.59
252,-226.4,-245.2,-238.4,-250.4,-274.4,-371.6,-420.0,-468.4,-516.8,-460.7,-578.4,-715.9,-873.2,-437.6,7358.59,12327.43,12327.43,12327.43,3291.39,3291.39
253,-217.6,-255.2,-225.2,-232.8,-248.0,-362.8,-411.2,-459.6,-508.0,-451.9,-569.6,-707.1,-864.4,-430.0,7402.59,12396.66,12396.66,12396.66,3307.93,3307.93
254,-208.8,-265.2,-216.4,-224.0,-239.2,-354.0,-402.4,-450.8,-499.2,-443.1,-560.8,-698.3,-855.6,-500.0,7446.59,12463.33,12463.33,12463.33,3339.04,3339.04
255,-218.8,-275.2,-226.4,-234.0,-249.2,-350.8,-394.8,-438.8,-482.8,-439.9,-553.2,-686.3,-839.2,-491.2,7490.59,12526.97,12526.97,12526.97,3347.84,3347.84
256,-210.0,-266.4,-213.2,-216.4,-222.8,-342.0,-386.0,-430.0,-474.0,-431.1,-544.4,-677.5,-830.4,-482.4,7534.59,12586.97,12586.97,12586.97,3364.38,3364.38
257,-201.2,-276.4,-204.4,-207.6,-214.0,-333.2,-377.2,-421.2,-465.2,-422.3,-535.6,-668.7,-821.6,-477.2,7578.59,12642.52,12642.52,12642.52,3395.48,3395.48
258,-211.2,-286.4,-214.4,-217.6,-224.0,-358.2,-407.2,-456.2,-505.2,-469.8,-605.6,-766.2,-951.6,-468.4,7528.59,12551.61,12551.61,12551.61,3385.48,3385.48
259,-221.2,-277.6,-229.4,-237.6,-254.0,-383.2,-437.2,-491.2,-545.2,-517.3,-675.6,-863.7,-1081.6,-538.4,7478.59,12455.92,12455.92,12455.92,3375.48,3375.48
260,-231.2,-268.8,-239.4,-247.6,-264.0,-380.0,-429.6,-479.2,-528.8,-514.1,-668.0,-851.7,-1065.2,-608.4,7522.59,12544.81,12544.81,12544.81,3384.28,3384.28
261,-222.4,-278.8,-226.2,-230.0,-237.6,-371.2,-420.8,-470.4,-520.0,-505.3,-659.2,-842.9,-1056.4,-599.6,7566.59,12633.04,12633.04,12633.04,3400.83,3400.83
262,-213.6,-270.0,-217.4,-221.2,-228.8,-362.4,-412.0,-461.6,-511.2,-496.5,-650.4,-834.1,-1047.6,-669.6,7610.59,12720.54,12720.54,12720.54,3431.93,3431.93
263,-223.6,-261.2,-227.4,-231.2,-238.8,-359.2,-404.4,-449.6,-494.8,-493.3,-642.8,-822.1,-1031.2,-662.0,7654.59,12807.21,12807.21,12807.21,3440.73,3440.73
264,-233.6,-271.2,-242.4,-251.2,-268.8,-356.0,-396.8,-437.6,-478.4,-490.1,-635.2,-810.1,-1014.8,-654.4,7698.59,12892.93,12892.93,12892.93,3457.27,3457.27
265,-224.8,-281.2,-233.6,-242.4,-260.0,-347.2,-388.0,-428.8,-469.6,-481.3,-626.4,-801.3,-1006.0,-645.6,7742.59,12977.54,12977.54,12977.54,3488.38,3488.38
